GEOID,NAME,total_population,B17021_001M,below_poverty,B17021_002M,pct_below_poverty
57058,ZCTA5 57058,1743,203,139,83,7.974756167527251
57059,ZCTA5 57059,1239,186,127,66,10.250201775625504
57061,ZCTA5 57061,220,130,3,4,1.3636363636363635
57062,ZCTA5 57062,1086,190,68,46,6.261510128913445
57063,ZCTA5 57063,814,137,28,18,3.43980343980344
57064,ZCTA5 57064,7619,343,308,269,4.042525265782912
57065,ZCTA5 57065,436,125,49,25,11.238532110091743
57066,ZCTA5 57066,1322,167,91,36,6.883509833585477
57067,ZCTA5 57067,267,118,8,10,2.9962546816479403
57068,ZCTA5 57068,1693,297,72,55,4.25280567040756
57069,ZCTA5 57069,10631,232,2429,418,22.84827391590631
57070,ZCTA5 57070,1404,172,185,76,13.176638176638178
57071,ZCTA5 57071,3207,401,198,123,6.17399438727783
57072,ZCTA5 57072,547,140,18,15,3.2906764168190126
57073,ZCTA5 57073,446,129,46,37,10.31390134529148
57075,ZCTA5 57075,1237,186,64,33,5.173807599029911
57076,ZCTA5 57076,373,126,0,10,0
57077,ZCTA5 57077,1434,279,48,37,3.3472803347280333
57078,ZCTA5 57078,18969,361,1911,335,10.074331804523169
57103,ZCTA5 57103,34995,1700,4212,988,12.036005143591941
57104,ZCTA5 57104,25540,1338,3622,611,14.181675802662491
57105,ZCTA5 57105,21831,1233,1863,516,8.533736429847465
57106,ZCTA5 57106,51078,1838,4430,1049,8.673009906417636
57107,ZCTA5 57107,11259,711,1047,415,9.299227284838796
57108,ZCTA5 57108,32875,860,2204,748,6.704182509505703
57110,ZCTA5 57110,21948,1041,1489,513,6.784217240750865
57117,ZCTA5 57117,0,10,0,10,NA
57197,ZCTA5 57197,0,10,0,10,NA
57201,ZCTA5 57201,25982,294,2692,480,10.361019167115696
57212,ZCTA5 57212,1832,250,178,74,9.716157205240176
57213,ZCTA5 57213,507,160,26,17,5.128205128205128
57214,ZCTA5 57214,171,64,15,13,8.771929824561402
57216,ZCTA5 57216,1387,189,166,114,11.968276856524874
57217,ZCTA5 57217,186,60,17,14,9.13978494623656
57218,ZCTA5 57218,262,85,8,9,3.0534351145038165
57219,ZCTA5 57219,531,113,133,68,25.04708097928437
57220,ZCTA5 57220,676,171,28,18,4.142011834319527
57221,ZCTA5 57221,1097,183,189,170,17.22880583409298
57223,ZCTA5 57223,1367,170,30,16,2.194586686174104
57224,ZCTA5 57224,176,47,31,23,17.613636363636363
57225,ZCTA5 57225,1673,221,152,68,9.085475194261805
57226,ZCTA5 57226,1787,168,160,82,8.953553441522104
57227,ZCTA5 57227,583,159,27,33,4.631217838765009
57231,ZCTA5 57231,1717,146,131,69,7.62958648806057
57232,ZCTA5 57232,588,169,20,16,3.4013605442176873
57233,ZCTA5 57233,240,131,3,4,1.25
57234,ZCTA5 57234,1311,197,95,46,7.246376811594203
57235,ZCTA5 57235,791,162,41,29,5.183312262958281
57236,ZCTA5 57236,101,73,5,5,4.9504950495049505
57237,ZCTA5 57237,671,148,20,13,2.9806259314456036
57238,ZCTA5 57238,317,113,24,18,7.570977917981073
57239,ZCTA5 57239,380,112,33,21,8.68421052631579
57241,ZCTA5 57241,945,183,28,19,2.9629629629629632
57242,ZCTA5 57242,418,135,9,8,2.15311004784689
57243,ZCTA5 57243,521,143,49,42,9.404990403071018
57245,ZCTA5 57245,149,66,18,26,12.080536912751679
57246,ZCTA5 57246,142,49,7,8,4.929577464788732
57247,ZCTA5 57247,229,92,25,36,10.91703056768559
57248,ZCTA5 57248,1109,177,55,31,4.959422903516682
57249,ZCTA5 57249,1002,137,111,43,11.077844311377245
57251,ZCTA5 57251,193,105,111,108,57.51295336787565
57252,ZCTA5 57252,4711,263,463,224,9.82806198259393
57255,ZCTA5 57255,525,117,44,22,8.380952380952381
57256,ZCTA5 57256,226,75,17,23,7.52212389380531
57257,ZCTA5 57257,531,142,202,85,38.04143126177024
57258,ZCTA5 57258,269,132,177,123,65.79925650557621
57259,ZCTA5 57259,586,176,48,44,8.19112627986348
57260,ZCTA5 57260,1098,141,128,62,11.657559198542804
57261,ZCTA5 57261,255,81,12,12,4.705882352941177
57262,ZCTA5 57262,4869,278,974,221,20.00410761963442
57263,ZCTA5 57263,484,147,78,56,16.115702479338843
57264,ZCTA5 57264,174,65,9,9,5.172413793103448
57265,ZCTA5 57265,255,101,11,18,4.313725490196078
57266,ZCTA5 57266,628,122,137,72,21.81528662420382
57268,ZCTA5 57268,513,114,20,15,3.898635477582846
57269,ZCTA5 57269,257,94,16,19,6.22568093385214
57270,ZCTA5 57270,740,141,97,46,13.108108108108107
57271,ZCTA5 57271,195,81,32,45,16.41025641025641
57272,ZCTA5 57272,220,124,2,3,0.9090909090909091
57273,ZCTA5 57273,1226,165,269,102,21.941272430668842
57274,ZCTA5 57274,2534,174,282,118,11.128650355169691
57276,ZCTA5 57276,949,169,32,26,3.371970495258166
57278,ZCTA5 57278,1035,204,68,19,6.570048309178745
57279,ZCTA5 57279,945,156,75,31,7.936507936507936
57301,ZCTA5 57301,18424,340,2433,467,13.205601389491967
57311,ZCTA5 57311,1509,155,16,12,1.0603048376408217
57312,ZCTA5 57312,616,173,106,59,17.20779220779221
57313,ZCTA5 57313,1142,165,287,167,25.13134851138354
57314,ZCTA5 57314,535,101,58,28,10.841121495327103
57315,ZCTA5 57315,1076,207,334,200,31.04089219330855
57317,ZCTA5 57317,612,162,161,75,26.307189542483663
57319,ZCTA5 57319,826,204,67,47,8.111380145278451
57321,ZCTA5 57321,383,107,29,28,7.5718015665796345
57322,ZCTA5 57322,280,106,29,28,10.357142857142858
57323,ZCTA5 57323,186,64,27,20,14.516129032258066
57324,ZCTA5 57324,371,122,43,56,11.590296495956872
57325,ZCTA5 57325,3083,233,238,138,7.719753486863444
57328,ZCTA5 57328,1161,154,56,30,4.823428079242033
57329,ZCTA5 57329,378,131,25,30,6.613756613756613
57330,ZCTA5 57330,510,138,98,55,19.215686274509807
57331,ZCTA5 57331,301,99,15,20,4.983388704318937
57332,ZCTA5 57332,740,120,29,18,3.9189189189189193
57334,ZCTA5 57334,886,212,112,52,12.641083521444695
57335,ZCTA5 57335,313,80,35,26,11.182108626198083
57337,ZCTA5 57337,72,39,2,4,2.7777777777777777
57339,ZCTA5 57339,1301,222,475,143,36.51037663335895
57340,ZCTA5 57340,201,63,9,9,4.477611940298507
57341,ZCTA5 57341,154,73,35,47,22.727272727272727
57342,ZCTA5 57342,350,111,12,10,3.428571428571429
57344,ZCTA5 57344,65,31,4,6,6.153846153846154
57345,ZCTA5 57345,1046,133,69,34,6.596558317399618
57346,ZCTA5 57346,7,12,0,10,0
57348,ZCTA5 57348,733,204,27,20,3.6834924965893587
57349,ZCTA5 57349,1391,113,184,69,13.227893601725377
57350,ZCTA5 57350,15816,255,2330,584,14.731917046029338
57353,ZCTA5 57353,925,136,59,34,6.378378378378378
57354,ZCTA5 57354,74,67,9,14,12.162162162162163
57355,ZCTA5 57355,1334,181,271,130,20.314842578710646
57356,ZCTA5 57356,1922,247,666,177,34.65140478668054
57358,ZCTA5 57358,13,9,0,10,0
57359,ZCTA5 57359,627,145,60,32,9.569377990430622
57361,ZCTA5 57361,250,113,147,97,58.8
57362,ZCTA5 57362,1889,182,128,52,6.776071995764956
57363,ZCTA5 57363,863,163,32,28,3.7079953650057935
57364,ZCTA5 57364,4,8,0,10,0
57365,ZCTA5 57365,619,142,38,28,6.138933764135703
57366,ZCTA5 57366,2510,208,194,97,7.729083665338646
57367,ZCTA5 57367,269,59,29,24,10.780669144981413
57368,ZCTA5 57368,1043,135,84,55,8.053691275167784
57369,ZCTA5 57369,2551,277,529,287,20.736965895727167
57370,ZCTA5 57370,770,166,75,46,9.740259740259742
57371,ZCTA5 57371,191,90,17,16,8.900523560209423
57373,ZCTA5 57373,305,85,16,17,5.245901639344262
57374,ZCTA5 57374,318,85,0,10,0
57375,ZCTA5 57375,590,105,62,34,10.508474576271185
57376,ZCTA5 57376,878,146,72,41,8.200455580865604
57379,ZCTA5 57379,108,55,0,10,0
57380,ZCTA5 57380,3200,243,589,199,18.40625
57381,ZCTA5 57381,504,114,48,34,9.523809523809524
57382,ZCTA5 57382,1195,153,79,38,6.610878661087866
57383,ZCTA5 57383,767,123,55,30,7.170795306388526
57384,ZCTA5 57384,1062,145,84,49,7.909604519774012
57385,ZCTA5 57385,1303,141,166,65,12.73983115886416
57386,ZCTA5 57386,326,114,19,16,5.828220858895705
57401,ZCTA5 57401,31018,545,3657,589,11.78992842865433
57420,ZCTA5 57420,221,96,87,67,39.366515837104075
57421,ZCTA5 57421,75,101,0,10,0
57422,ZCTA5 57422,153,54,2,4,1.3071895424836601
57424,ZCTA5 57424,342,114,19,14,5.555555555555555
57426,ZCTA5 57426,43,38,0,10,0
57427,ZCTA5 57427,512,136,48,49,9.375
57428,ZCTA5 57428,527,127,63,52,11.954459203036052
57429,ZCTA5 57429,92,40,20,24,21.73913043478261
57430,ZCTA5 57430,1810,228,175,97,9.668508287292818
57432,ZCTA5 57432,210,67,9,12,4.285714285714286
57433,ZCTA5 57433,381,151,2,4,0.5249343832020997
57434,ZCTA5 57434,542,156,36,27,6.642066420664207
57435,ZCTA5 57435,328,99,80,75,24.390243902439025
57436,ZCTA5 57436,467,110,75,66,16.059957173447536
57437,ZCTA5 57437,1183,167,171,55,14.454775993237531
57438,ZCTA5 57438,916,128,186,56,20.305676855895197
57439,ZCTA5 57439,1,3,0,10,0
57440,ZCTA5 57440,476,159,46,16,9.663865546218489
57441,ZCTA5 57441,512,132,69,40,13.4765625
57442,ZCTA5 57442,1914,205,354,152,18.495297805642632
57445,ZCTA5 57445,1993,428,68,38,3.411941796287005
57446,ZCTA5 57446,521,360,19,16,3.6468330134357005
57448,ZCTA5 57448,383,85,44,26,11.488250652741515
57449,ZCTA5 57449,280,253,0,10,0
57450,ZCTA5 57450,576,144,17,18,2.951388888888889
57451,ZCTA5 57451,2467,175,127,94,5.147952979327118
57452,ZCTA5 57452,174,65,22,22,12.643678160919542
57454,ZCTA5 57454,702,155,8,7,1.1396011396011396
57455,ZCTA5 57455,129,59,0,10,0
57456,ZCTA5 57456,638,133,26,62,4.075235109717868
57457,ZCTA5 57457,91,47,2,3,2.197802197802198
57460,ZCTA5 57460,338,102,0,10,0
57461,ZCTA5 57461,286,67,18,15,6.293706293706294
57465,ZCTA5 57465,421,132,0,10,0
57466,ZCTA5 57466,167,62,60,41,35.92814371257485
57467,ZCTA5 57467,349,126,43,54,12.320916905444127
57468,ZCTA5 57468,273,78,20,17,7.326007326007327
57469,ZCTA5 57469,2989,305,220,112,7.360321177651389
57470,ZCTA5 57470,142,109,77,101,54.22535211267606
57471,ZCTA5 57471,511,123,84,60,16.43835616438356
57472,ZCTA5 57472,984,185,80,30,8.130081300813007
57473,ZCTA5 57473,275,140,147,128,53.45454545454545
57474,ZCTA5 57474,184,92,4,7,2.1739130434782608
57475,ZCTA5 57475,133,45,0,10,0
57476,ZCTA5 57476,463,103,104,87,22.4622030237581
57477,ZCTA5 57477,97,30,4,7,4.123711340206185
57479,ZCTA5 57479,659,161,2,4,0.30349013657056145
57481,ZCTA5 57481,361,127,23,17,6.3711911357340725
57501,ZCTA5 57501,16506,196,1527,429,9.25118138858597
57520,ZCTA5 57520,127,42,20,14,15.748031496062993
57521,ZCTA5 57521,236,137,54,73,22.88135593220339
57522,ZCTA5 57522,474,164,17,29,3.5864978902953584
57523,ZCTA5 57523,950,163,95,39,10
57528,ZCTA5 57528,855,187,218,112,25.497076023391813
57529,ZCTA5 57529,250,83,3,4,1.2
57531,ZCTA5 57531,84,47,17,12,20.238095238095237
57532,ZCTA5 57532,2911,69,62,50,2.1298522844383374
57533,ZCTA5 57533,1580,170,129,57,8.164556962025317
57534,ZCTA5 57534,118,103,0,10,0
57536,ZCTA5 57536,278,99,16,15,5.755395683453238
57537,ZCTA5 57537,30,44,0,10,0
57538,ZCTA5 57538,247,85,3,4,1.214574898785425
57540,ZCTA5 57540,194,105,34,27,17.525773195876287
57541,ZCTA5 57541,149,91,21,21,14.093959731543624
57543,ZCTA5 57543,738,235,275,206,37.262872628726285
57544,ZCTA5 57544,461,138,37,31,8.026030368763557
57547,ZCTA5 57547,138,58,0,10,0
57548,ZCTA5 57548,1488,84,742,140,49.865591397849464
57551,ZCTA5 57551,1984,296,474,267,23.891129032258064
57552,ZCTA5 57552,532,125,17,20,3.195488721804511
57553,ZCTA5 57553,205,84,3,6,1.4634146341463417
57555,ZCTA5 57555,3506,536,1349,381,38.47689674843126
57559,ZCTA5 57559,788,123,137,80,17.385786802030456
57560,ZCTA5 57560,369,140,261,125,70.73170731707317
57562,ZCTA5 57562,131,82,0,10,0
57563,ZCTA5 57563,157,129,37,54,23.56687898089172
57564,ZCTA5 57564,888,116,80,35,9.00900900900901
57566,ZCTA5 57566,1136,410,798,357,70.24647887323944
57567,ZCTA5 57567,974,179,128,69,13.141683778234087
57568,ZCTA5 57568,679,121,34,39,5.007363770250368
57569,ZCTA5 57569,357,121,48,33,13.445378151260504
57570,ZCTA5 57570,2083,698,1070,641,51.36821891502641
57571,ZCTA5 57571,39,25,8,10,20.51282051282051
57572,ZCTA5 57572,1457,387,842,373,57.78997940974605
57574,ZCTA5 57574,106,70,94,68,88.67924528301887
57576,ZCTA5 57576,59,37,5,8,8.47457627118644
57577,ZCTA5 57577,1084,281,479,212,44.18819188191882
57579,ZCTA5 57579,1385,215,578,195,41.73285198555956
57580,ZCTA5 57580,4129,212,753,192,18.236861225478325
57584,ZCTA5 57584,74,43,30,26,40.54054054054054
57585,ZCTA5 57585,105,60,22,32,20.952380952380953
57601,ZCTA5 57601,3456,213,603,238,17.447916666666664
57620,ZCTA5 57620,590,123,33,19,5.593220338983051
57621,ZCTA5 57621,274,79,178,80,64.96350364963503
57622,ZCTA5 57622,185,80,62,41,33.513513513513516
57623,ZCTA5 57623,955,130,252,74,26.387434554973822
57625,ZCTA5 57625,3805,270,1375,274,36.136662286465175
57626,ZCTA5 57626,909,225,201,95,22.112211221122113
57630,ZCTA5 57630,21,14,0,10,0
57631,ZCTA5 57631,365,110,16,14,4.383561643835616
57632,ZCTA5 57632,687,126,29,21,4.2212518195050945
57633,ZCTA5 57633,421,112,17,10,4.038004750593824
57634,ZCTA5 57634,155,81,94,73,60.64516129032258
57636,ZCTA5 57636,66,50,0,10,0
57638,ZCTA5 57638,1918,191,313,103,16.319082377476537
57639,ZCTA5 57639,373,142,324,137,86.8632707774799
57640,ZCTA5 57640,50,36,0,10,0
57641,ZCTA5 57641,244,55,25,15,10.245901639344263
57642,ZCTA5 57642,1939,134,837,145,43.16658071170706
57644,ZCTA5 57644,265,107,40,46,15.09433962264151
57645,ZCTA5 57645,149,41,20,15,13.422818791946309
57646,ZCTA5 57646,248,97,36,24,14.516129032258066
57648,ZCTA5 57648,472,97,57,32,12.076271186440678
57649,ZCTA5 57649,273,126,31,26,11.355311355311356
57650,ZCTA5 57650,14,18,0,10,0
57651,ZCTA5 57651,121,62,0,10,0
57652,ZCTA5 57652,367,161,251,146,68.39237057220708
57656,ZCTA5 57656,882,152,119,58,13.492063492063492
57657,ZCTA5 57657,198,94,37,38,18.68686868686869
57658,ZCTA5 57658,335,99,210,68,62.68656716417911
57659,ZCTA5 57659,19,20,0,10,0
57660,ZCTA5 57660,119,42,10,10,8.403361344537815
57661,ZCTA5 57661,152,75,61,41,40.131578947368425
57701,ZCTA5 57701,42910,1257,8060,837,18.783500349568865
57702,ZCTA5 57702,35175,1253,1761,406,5.006396588486141
57703,ZCTA5 57703,17018,1200,1774,631,10.424256669408862
57706,ZCTA5 57706,2241,555,100,99,4.462293618920125
57714,ZCTA5 57714,1166,308,459,252,39.36535162950257
57716,ZCTA5 57716,381,295,73,80,19.160104986876643
57717,ZCTA5 57717,8581,420,574,198,6.689197063279338
57718,ZCTA5 57718,7320,592,370,184,5.05464480874317
57719,ZCTA5 57719,11475,846,1145,455,9.978213507625272
57720,ZCTA5 57720,561,88,47,25,8.377896613190732
57722,ZCTA5 57722,172,94,9,10,5.232558139534884
57724,ZCTA5 57724,180,56,13,20,7.222222222222221
57725,ZCTA5 57725,136,90,20,24,14.705882352941178
57730,ZCTA5 57730,5510,426,422,206,7.65880217785844
57732,ZCTA5 57732,1833,244,122,80,6.655755591925805
57735,ZCTA5 57735,1714,252,287,129,16.744457409568263
57737,ZCTA5 57737,74,97,0,10,0
57738,ZCTA5 57738,366,177,5,8,1.366120218579235
57741,ZCTA5 57741,88,129,1,3,1.1363636363636365
57744,ZCTA5 57744,2211,508,356,295,16.101311623699683
57745,ZCTA5 57745,1776,375,111,52,6.25
57747,ZCTA5 57747,5641,334,1066,257,18.897358624357384
57748,ZCTA5 57748,334,173,114,59,34.13173652694611
57750,ZCTA5 57750,286,141,203,134,70.97902097902097
57751,ZCTA5 57751,993,309,69,43,6.948640483383686
57752,ZCTA5 57752,2462,552,1516,573,61.57595450852965
57754,ZCTA5 57754,3581,241,336,169,9.38285395141022
57755,ZCTA5 57755,127,43,0,10,0
57756,ZCTA5 57756,922,575,904,578,98.0477223427332
57758,ZCTA5 57758,42,61,0,10,0
57759,ZCTA5 57759,393,117,165,88,41.98473282442748
57760,ZCTA5 57760,1084,279,106,52,9.778597785977858
57761,ZCTA5 57761,1192,330,123,107,10.318791946308725
57762,ZCTA5 57762,575,197,52,49,9.043478260869566
57763,ZCTA5 57763,336,121,44,34,13.095238095238097
57764,ZCTA5 57764,2230,751,1022,640,45.82959641255606
57766,ZCTA5 57766,145,112,6,10,4.137931034482759
57767,ZCTA5 57767,119,79,0,10,0
57769,ZCTA5 57769,4017,681,255,191,6.348020911127707
57770,ZCTA5 57770,5243,609,1519,557,28.971962616822427
57772,ZCTA5 57772,1032,631,882,601,85.46511627906976
57773,ZCTA5 57773,198,145,6,12,3.0303030303030303
57775,ZCTA5 57775,396,132,1,2,0.25252525252525254
57776,ZCTA5 57776,0,10,0,10,NA
57779,ZCTA5 57779,300,182,0,10,0
57780,ZCTA5 57780,84,44,30,28,35.714285714285715
57782,ZCTA5 57782,51,48,1,2,1.9607843137254901
57783,ZCTA5 57783,16700,342,2298,678,13.760479041916168
57785,ZCTA5 57785,10528,719,806,235,7.655775075987842
57787,ZCTA5 57787,599,319,172,204,28.71452420701169
57788,ZCTA5 57788,632,321,198,217,31.329113924050635
57790,ZCTA5 57790,1074,206,56,40,5.21415270018622
57791,ZCTA5 57791,137,81,9,9,6.569343065693431
57792,ZCTA5 57792,153,136,12,18,7.8431372549019605
57793,ZCTA5 57793,2038,422,197,147,9.666339548577037
57794,ZCTA5 57794,1062,659,1028,679,96.7984934086629
57799,ZCTA5 57799,0,10,0,10,NA
58001,ZCTA5 58001,230,58,18,15,7.82608695652174
58002,ZCTA5 58002,25,26,0,10,0
58004,ZCTA5 58004,282,101,16,25,5.673758865248227
58005,ZCTA5 58005,777,137,7,7,0.9009009009009009
58006,ZCTA5 58006,486,106,4,4,0.823045267489712
58007,ZCTA5 58007,63,32,20,17,31.746031746031743
58008,ZCTA5 58008,184,56,5,5,2.717391304347826
58009,ZCTA5 58009,24,20,0,10,0
58011,ZCTA5 58011,507,131,20,14,3.9447731755424065
58012,ZCTA5 58012,2798,396,120,76,4.288777698355969
58013,ZCTA5 58013,85,41,7,6,8.235294117647058
58015,ZCTA5 58015,316,64,6,10,1.89873417721519
58016,ZCTA5 58016,210,102,0,10,0
58017,ZCTA5 58017,330,88,58,46,17.575757575757574
58018,ZCTA5 58018,481,148,5,8,1.0395010395010396
58021,ZCTA5 58021,528,165,5,5,0.946969696969697
58027,ZCTA5 58027,1363,177,108,52,7.923697725605281
58029,ZCTA5 58029,71,31,6,7,8.450704225352112
58030,ZCTA5 58030,612,153,40,23,6.535947712418301
58031,ZCTA5 58031,327,128,30,20,9.174311926605505
58032,ZCTA5 58032,719,98,52,23,7.232267037552156
58033,ZCTA5 58033,356,81,9,8,2.528089887640449
58035,ZCTA5 58035,226,85,1,2,0.4424778761061947
58036,ZCTA5 58036,302,113,0,10,0
58038,ZCTA5 58038,214,69,16,11,7.476635514018691
58040,ZCTA5 58040,1038,114,94,45,9.05587668593449
58041,ZCTA5 58041,1426,170,99,39,6.9424964936886395
58042,ZCTA5 58042,1391,248,31,35,2.2286125089863407
58043,ZCTA5 58043,136,62,13,18,9.558823529411764
58045,ZCTA5 58045,2122,183,116,57,5.466540999057493
58046,ZCTA5 58046,646,162,43,39,6.656346749226007
58047,ZCTA5 58047,5129,261,181,112,3.528953012283096
58048,ZCTA5 58048,478,102,46,36,9.623430962343097
58049,ZCTA5 58049,276,96,29,18,10.507246376811594
58051,ZCTA5 58051,1645,295,110,132,6.68693009118541
58052,ZCTA5 58052,496,140,11,10,2.217741935483871
58053,ZCTA5 58053,1329,211,75,42,5.643340857787811
58054,ZCTA5 58054,3189,192,350,163,10.975227343994982
58056,ZCTA5 58056,217,88,49,40,22.58064516129032
58057,ZCTA5 58057,295,104,125,79,42.3728813559322
58058,ZCTA5 58058,128,64,0,10,0
58059,ZCTA5 58059,1623,244,31,28,1.9100431300061615
58060,ZCTA5 58060,1116,134,64,39,5.734767025089606
58061,ZCTA5 58061,370,74,61,30,16.486486486486488
58062,ZCTA5 58062,104,48,8,12,7.6923076923076925
58063,ZCTA5 58063,430,123,15,13,3.488372093023256
58064,ZCTA5 58064,444,87,46,38,10.36036036036036
58065,ZCTA5 58065,11,10,5,7,45.45454545454545
58067,ZCTA5 58067,243,70,5,5,2.05761316872428
58068,ZCTA5 58068,224,64,1,2,0.4464285714285714
58069,ZCTA5 58069,144,48,4,6,2.7777777777777777
58071,ZCTA5 58071,471,90,37,29,7.855626326963907
58072,ZCTA5 58072,7456,237,926,237,12.419527896995708
58074,ZCTA5 58074,44,49,0,10,0
58075,ZCTA5 58075,8177,192,1183,287,14.467408585055644
58076,ZCTA5 58076,0,10,0,10,NA
58077,ZCTA5 58077,720,108,22,14,3.0555555555555554
58078,ZCTA5 58078,39806,269,2373,502,5.961412852333819
58079,ZCTA5 58079,494,162,22,22,4.4534412955465585
58081,ZCTA5 58081,880,156,68,32,7.727272727272727
58102,ZCTA5 58102,30864,1596,6227,914,20.175609123898393
58103,ZCTA5 58103,47590,1662,5884,902,12.363942004622821
58104,ZCTA5 58104,47171,1794,3755,913,7.960399397935173
58105,ZCTA5 58105,89,118,5,7,5.617977528089887
58201,ZCTA5 58201,41405,972,5690,848,13.742301654389566
58202,ZCTA5 58202,297,126,222,99,74.74747474747475
58203,ZCTA5 58203,15532,988,3055,519,19.66907030646407
58204,ZCTA5 58204,1879,222,62,42,3.2996274614156467
58205,ZCTA5 58205,11,9,0,10,0
58210,ZCTA5 58210,302,73,31,22,10.264900662251655
58212,ZCTA5 58212,318,89,15,12,4.716981132075472
58214,ZCTA5 58214,363,171,0,10,0
58216,ZCTA5 58216,165,63,31,23,18.787878787878785
58218,ZCTA5 58218,816,127,82,48,10.049019607843137
58219,ZCTA5 58219,77,49,0,10,0
58220,ZCTA5 58220,2148,195,136,66,6.33147113594041
58222,ZCTA5 58222,250,82,16,15,6.4
58223,ZCTA5 58223,206,55,3,6,1.4563106796116505
58224,ZCTA5 58224,52,31,0,10,0
58225,ZCTA5 58225,1146,167,60,24,5.2356020942408374
58227,ZCTA5 58227,479,94,26,16,5.427974947807933
58228,ZCTA5 58228,687,138,45,28,6.550218340611353
58229,ZCTA5 58229,93,37,14,10,15.053763440860216
58230,ZCTA5 58230,586,126,136,91,23.208191126279864
58231,ZCTA5 58231,425,76,7,4,1.647058823529412
58233,ZCTA5 58233,289,65,22,15,7.612456747404845
58235,ZCTA5 58235,609,142,41,36,6.732348111658457
58236,ZCTA5 58236,40,29,0,10,0
58237,ZCTA5 58237,4918,159,489,135,9.94306628710858
58238,ZCTA5 58238,145,52,3,6,2.0689655172413794
58239,ZCTA5 58239,25,19,9,13,36
58240,ZCTA5 58240,1014,143,37,25,3.648915187376726
58241,ZCTA5 58241,196,92,27,22,13.77551020408163
58243,ZCTA5 58243,563,138,113,109,20.071047957371228
58244,ZCTA5 58244,42,19,2,3,4.761904761904762
58249,ZCTA5 58249,2286,197,209,90,9.142607174103237
58250,ZCTA5 58250,197,57,41,33,20.812182741116754
58251,ZCTA5 58251,1894,271,82,41,4.329461457233368
58254,ZCTA5 58254,576,99,31,23,5.381944444444445
58255,ZCTA5 58255,0,10,0,10,NA
58256,ZCTA5 58256,792,119,33,23,4.166666666666666
58257,ZCTA5 58257,1937,183,266,100,13.732576148683531
58258,ZCTA5 58258,269,115,3,4,1.1152416356877324
58259,ZCTA5 58259,446,112,19,14,4.260089686098654
58260,ZCTA5 58260,203,82,1,3,0.49261083743842365
58261,ZCTA5 58261,1284,207,150,76,11.682242990654206
58262,ZCTA5 58262,76,44,8,8,10.526315789473683
58265,ZCTA5 58265,533,111,68,48,12.757973733583489
58266,ZCTA5 58266,78,38,0,10,0
58267,ZCTA5 58267,1419,165,131,65,9.231853417899929
58269,ZCTA5 58269,124,46,18,15,14.516129032258066
58270,ZCTA5 58270,1775,154,177,77,9.971830985915494
58271,ZCTA5 58271,617,109,46,26,7.455429497568882
58272,ZCTA5 58272,192,50,10,12,5.208333333333334
58273,ZCTA5 58273,169,62,22,34,13.017751479289942
58274,ZCTA5 58274,895,187,13,10,1.452513966480447
58275,ZCTA5 58275,812,137,21,16,2.586206896551724
58276,ZCTA5 58276,417,73,27,21,6.474820143884892
58277,ZCTA5 58277,189,68,31,29,16.402116402116402
58278,ZCTA5 58278,2112,251,86,73,4.071969696969697
58281,ZCTA5 58281,60,46,0,10,0
58282,ZCTA5 58282,1197,171,165,73,13.784461152882205
58301,ZCTA5 58301,9614,227,1702,502,17.703349282296653
58310,ZCTA5 58310,9,12,0,10,0
58311,ZCTA5 58311,65,35,5,7,7.6923076923076925
58313,ZCTA5 58313,54,33,3,5,5.555555555555555
58316,ZCTA5 58316,5686,256,1574,463,27.68202602884277
58317,ZCTA5 58317,189,79,20,14,10.582010582010582
58318,ZCTA5 58318,3568,256,298,108,8.352017937219731
58321,ZCTA5 58321,148,97,1,3,0.6756756756756757
58323,ZCTA5 58323,74,52,0,10,0
58324,ZCTA5 58324,1300,163,114,75,8.76923076923077
58325,ZCTA5 58325,122,81,4,6,3.278688524590164
58327,ZCTA5 58327,280,104,19,13,6.785714285714286
58329,ZCTA5 58329,2728,341,851,259,31.1950146627566
58330,ZCTA5 58330,476,128,52,43,10.92436974789916
58331,ZCTA5 58331,169,68,31,27,18.34319526627219
58332,ZCTA5 58332,216,82,45,24,20.833333333333336
58335,ZCTA5 58335,1030,234,402,168,39.029126213592235
58338,ZCTA5 58338,112,53,5,7,4.464285714285714
58339,ZCTA5 58339,16,16,12,16,75
58341,ZCTA5 58341,2554,214,275,95,10.76742364917776
58343,ZCTA5 58343,78,37,3,6,3.8461538461538463
58344,ZCTA5 58344,940,152,165,106,17.5531914893617
58345,ZCTA5 58345,123,48,8,7,6.504065040650407
58346,ZCTA5 58346,595,115,78,51,13.109243697478993
58348,ZCTA5 58348,796,110,136,66,17.08542713567839
58351,ZCTA5 58351,375,93,78,57,20.8
58352,ZCTA5 58352,410,104,30,44,7.317073170731707
58353,ZCTA5 58353,119,57,4,6,3.361344537815126
58355,ZCTA5 58355,22,13,0,10,0
58356,ZCTA5 58356,1607,116,193,68,12.009956440572497
58357,ZCTA5 58357,549,174,98,86,17.850637522768668
58361,ZCTA5 58361,217,66,23,21,10.599078341013826
58362,ZCTA5 58362,25,33,0,10,0
58363,ZCTA5 58363,62,28,0,10,0
58365,ZCTA5 58365,159,53,36,25,22.641509433962266
58366,ZCTA5 58366,766,138,63,39,8.224543080939947
58367,ZCTA5 58367,1358,176,289,87,21.281296023564064
58368,ZCTA5 58368,3047,172,417,132,13.685592385953397
